policy,cumulative_reward_mean,cumulative_reward_std,cumulative_reward_min,cumulative_reward_max,fill_rate_mean,fill_rate_std,fill_rate_min,fill_rate_max,show_rate_mean,show_rate_std,show_rate_min,show_rate_max,revenue_per_gap_mean,revenue_per_gap_std,revenue_per_gap_min,revenue_per_gap_max,avg_time_to_fill_mins_mean,avg_time_to_fill_mins_std,avg_time_to_fill_mins_min,avg_time_to_fill_mins_max,avg_attempts_mean,avg_attempts_std,avg_attempts_min,avg_attempts_max
DQN_BASELINE,222.39999999999992,32.52314560432307,196.09999999999985,277.5999999999999,0.8426666666666666,0.00769198717280956,0.835,0.8516666666666667,0.7203333333333333,0.016090024514862838,0.7033333333333334,0.7433333333333333,1113.3985257268407,33.30781587356539,1067.7827729621215,1154.8292682265765,50.111573053053256,1.5296757647973145,48.511040715139714,51.849049136413605,2.929333333333333,0.06411361443215895,2.8216666666666668,2.9816666666666665
VW_OPTION_C1,131.49999999999997,115.45507784415547,-61.89999999999998,222.0,0.8109999999999999,0.03798025802966589,0.755,0.85,0.675,0.07743276653544887,0.54,0.7316666666666667,1023.5105371129426,132.81895626852378,848.7714407969074,1180.5633249547411,53.87398158905322,3.9243541467717677,51.3415797721848,60.74881248261476,3.178,0.19459858969455845,2.9366666666666665,3.4233333333333333
